Ticker,Name,Price,IV %,Trend,SMA 50,SMA 200,P/S,Fwd P/E,Avg Vol (M),Earnings
RGTI,RIGETTI COMPUTING INC COMMON STOCK,23.76,82.8,FLAT,32.79,19.27,1046.36,-169.71,77.08,N/A
RH,RH COM,170.98,55.6,FLAT,165.51,195.59,0.94,16.99,1.03,N/A
RIG,TRANSOCEAN LTD REGISTERED SHS,3.97,46.1,UP,3.93,3.13,1.13,24.99,48.81,N/A
RILY,B. RILEY FINANCIAL INC COM,5.025,104.7,UP,4.82,4.5,0.21,0,1.2,N/A
RIOT,RIOT PLATFORMS INC COM,14.5,77.0,FLAT,17.12,12.74,8.46,-23.77,24.99,N/A
RIVN,RIVIAN AUTOMOTIVE INC COM CL A,22.45,70.5,UP,15.52,13.83,4.72,-9.36,49.72,N/A
RKLB,ROCKET LAB CORP COM,70.52,91.2,UP,54.95,39.47,67.93,-604.44,22.72,N/A
RKT,ROCKET COS INC COM CL A,19.08,46.1,UP,17.74,15.84,8.81,23.34,38.78,N/A
RNG,RINGCENTRAL INC CL A,29.62,37.4,UP,28.45,27.69,1.03,6.19,1.39,N/A
ROKU,ROKU INC COM CL A,108.82,38.8,UP,100.14,86.0,3.54,94.74,3.18,N/A
ROST,ROSS STORES INC COM,182.41,17.1,UP,166.94,146.59,2.69,25.59,2.63,N/A
RR,RICHTECH ROBOTICS INC CL B,3.54,125.0,FLAT,4.33,2.96,170.17,0,39.12,N/A
RSP,INVESCO EXCHANGE TRADED FD TR S&P500 EQL WGT,0,84.6,N/A,189.25,181.89,0,0,17.15,N/A
RTX,RTX CORPORATION COM,182.01,20.2,UP,173.07,151.3,2.84,26.87,4.8,N/A
RUM,RUMBLE INC COM CL A,6.9,55.1,FLAT,6.72,7.89,22.54,-22.26,3.65,N/A
RUN,SUNRUN INC COM,18.26,66.8,FLAT,19.09,12.72,1.83,23.75,8.46,N/A
RXRX,RECURSION PHARMACEUTICALS INC CL A,4.26,100.0,DOWN,4.97,5.17,50.83,-3.56,43.48,N/A
RZLV,REZOLVE AI PLC ORD SHS,2.55,115.6,FLAT,3.58,3.11,160.56,0,20.67,N/A
S,SENTINELONE INC CL A,14.73,43.0,DOWN,16.38,17.76,5.24,48.91,7.18,N/A
SAP,SAP SE SPON ADR,244.33,27.4,DOWN,253.56,274.61,7.81,28.9,1.45,N/A
SATS,ECHOSTAR CORP CL A,103.91,54.0,UP,78.33,45.82,1.97,-29.65,4.37,N/A
SAVA,CASSAVA SCIENCES INC COM,2.175,121.9,FLAT,3.29,2.44,0,-1.23,2.8,N/A
SBET,SHARPLINK GAMING INC COM NEW,9.81,80.5,DOWN,11.86,14.41,147.23,11.08,12.0,N/A
SBUX,STARBUCKS CORP COM,88.33,29.0,FLAT,84.47,87.92,2.7,29.33,10.01,N/A
SCHD,SCHWAB STRATEGIC TR US DIVIDEND EQ,0,75.0,N/A,27.12,26.93,0,0,18.03,N/A
SCHW,SCHWAB CHARLES CORP COM,98.82,19.1,UP,94.17,89.7,7.83,17.59,8.96,N/A
SE,SEA LTD SPONSORD ADS,121.97,41.9,DOWN,145.5,153.62,3.43,24.11,4.78,N/A
SEDG,SOLAREDGE TECHNOLOGIES INC COM,29.06,71.7,FLAT,35.24,26.2,1.66,90.52,3.85,N/A
SERV,SERVE ROBOTICS INC COM,10.26,86.7,FLAT,11.95,10.32,393.01,-5.79,10.04,N/A
SFIX,STITCH FIX INC COM CL A,5.22,64.1,UP,4.51,4.33,0.54,-209.81,2.95,N/A
SG,SWEETGREEN INC COM CL A,6.85,60.9,FLAT,6.73,12.66,1.18,-11.56,5.92,N/A
SHAK,SHAKE SHACK INC CL A,85.71,41.9,DOWN,88.14,103.47,2.66,53.05,1.42,N/A
SHEL,SHELL PLC SPON ADS,72.02,20.1,FLAT,73.81,70.9,0.76,10.91,4.13,N/A
SHOP,SHOPIFY INC CL A SUB VTG SHS,169.57,40.4,UP,159.71,128.33,20.64,91.66,8.66,N/A
SIG,SIGNET JEWELERS LIMITED SHS,83.33,41.8,FLAT,96.33,80.04,0.5,7.91,0.84,N/A
SILJ,AMPLIFY ETF TR AMPLIFY JUNIOR S,0,405.1,N/A,24.23,17.55,0,0,8.17,N/A
SIRI,SIRIUSXM HOLDINGS INC COMMON STOCK,20.77,33.0,DOWN,21.48,22.22,0.82,6.66,3.61,N/A
SKYT,SKYWATER TECHNOLOGY INC COM,16.57,81.6,FLAT,17.03,11.79,2.32,-58.83,2.09,N/A
SLB,SLB LIMITED COM STK,38.08,28.2,UP,36.27,35.66,1.61,12.88,16.15,N/A
SLV,ISHARES SILVER TR ISHARES,0,671.5,N/A,48.7,37.27,0,0,40.82,N/A
SMCI,SUPER MICRO COMPUTER INC COM NEW,31.11,56.0,DOWN,40.8,42.66,0.88,10.22,28.48,N/A
SMH,VANECK ETF TRUST SEMICONDUCTR ETF,0,172.7,N/A,350.7,285.09,0,0,8.19,N/A
SMMT,SUMMIT THERAPEUTICS INC COM,17.82,52.9,DOWN,18.51,21.89,0,-17.85,3.03,N/A
SMR,NUSCALE PWR CORP CL A COM,16.07,83.6,DOWN,28.96,30.57,71.14,-28.81,23.8,N/A
SNAP,SNAP INC CL A,7.57,36.7,DOWN,7.86,8.25,2.25,15.78,73.2,N/A
SNDK,SANDISK CORP COM,237.61,82.7,UP,204.67,90.57,4.48,11.49,11.11,N/A
SNOW,SNOWFLAKE INC COM SHS,222.46,32.3,FLAT,247.5,208.24,17.35,136.21,4.92,N/A
SNPS,SYNOPSYS INC COM,463.73,45.9,FLAT,434.78,488.55,12.53,27.38,2.43,N/A
SNV,SYNOVUS FINL CORP COM NEW,52.64,56.4,FLAT,47.5,48.16,3.19,9.39,1.2,N/A
SO,SOUTHERN CO COM,85.28,18.4,DOWN,91.33,91.54,3.25,18.63,6.09,N/A
SOC,SABLE OFFSHORE CORP COM SHS,7.78,187.5,DOWN,8.11,20.25,0,-3.57,7.59,N/A
SOFI,SOFI TECHNOLOGIES INC COM,27.24,46.3,FLAT,28.14,20.7,10.43,47.54,71.24,N/A
SONY,SONY GROUP CORP SPONSORED ADR,25.4,26.8,FLAT,28.24,26.53,0.01,21.34,4.12,N/A
SOUN,SOUNDHOUND AI INC CLASS A COM,11.02,68.4,FLAT,14.42,12.2,31.19,-146.93,40.75,N/A
SOXL,DIREXION SHS ETF TR DLY SCOND 3XBU,0,465.6,N/A,41.73,27.34,0,0,92.27,N/A
SOXS,DIREXION SHS ETF TR DAILY SEMICONDUC,0,1606.3,N/A,3.65,10.69,0,0,309.89,N/A
SOXX,ISHARES TR ISHARES SEMICDTR,0,240.3,N/A,294.99,242.49,0,0,7.23,N/A
SPCE,VIRGIN GALACTIC HOLDINGS INC COM NEW,3.5,100.8,FLAT,3.79,3.41,133.17,-0.83,4.72,N/A
SPGI,S&P GLOBAL INC COM,512.6,18.5,FLAT,492.32,508.13,10.42,25.85,1.71,N/A
SPOT,SPOTIFY TECHNOLOGY S A SHS,582.16,39.3,DOWN,622.86,650.5,7.09,40.7,1.81,N/A
SPXL,DIREXION SHS ETF TR DRX S&P500BULL,0,312.2,N/A,216.31,178.68,0,0,3.55,N/A
SPXS,DIREXION SHS ETF TR DAILY S&P 500 B,0,162.5,N/A,36.74,49.28,0,0,6.74,N/A
SPXU,PROSHARES TR ULTRAPRO SHORT S,0,0.0,N/A,52.26,70.5,0,0,8.41,N/A
SPY,SPDR S&P 500 ETF TR TR UNIT,0,167.4,N/A,675.09,622.52,0,0,81.89,N/A
SQQQ,PROSHARES TR ULTRAPRO SHORT,0,0.0,N/A,70.79,108.7,0,0,35.12,N/A
SRPT,SAREPTA THERAPEUTICS INC COM,21.04,70.3,FLAT,20.78,32.06,0.91,7.26,5.14,N/A
SSO,PROSHARES TR PSHS ULT S&P 500,0,322.5,N/A,57.05,49.62,0,73.3,5.12,N/A
STLA,STELLANTIS N.V SHS,11.54,39.1,UP,10.75,10.21,0.23,5.79,15.71,N/A
STUB,STUBHUB HLDGS INC CL A,13.77,85.5,DOWN,15.75,16.33,2.77,11.07,4.13,N/A
STX,SEAGATE TECHNOLOGY HLDNGS PLC ORD SHS,296.36,54.4,UP,259.17,167.34,6.76,19.56,4.68,N/A
STZ,CONSTELLATION BRANDS INC CL A,135.01,42.7,DOWN,136.34,161.02,2.44,10.9,2.62,N/A
SU,SUNCOR ENERGY INC NEW COM,42.75,21.3,UP,42.24,39.22,1.05,14.31,4.15,N/A
SVIX,-1x Short VIX Futures ETF,0,695.1,N/A,19.94,17.76,0,0,3.93,N/A
SYM,SYMBOTIC INC CLASS A COM,59.0,72.1,FLAT,67.11,45.2,15.57,76.18,2.88,N/A
T,AT&T INC COM,24.15,16.8,DOWN,25.23,27.17,1.39,10.81,49.79,N/A
TDOC,TELADOC HEALTH INC COM,7.23,53.1,FLAT,7.82,7.73,0.51,-8.25,7.45,N/A
TEAM,ATLASSIAN CORPORATION CL A,161.07,39.4,FLAT,157.08,186.01,7.77,28.6,2.85,N/A
TECK,TECK RESOURCES LTD CL B,44.74,40.5,UP,42.79,38.48,2.09,22.64,4.35,N/A
TEM,TEMPUS AI INC CL A,64.46,56.6,FLAT,78.21,67.21,10.38,-137.51,6.19,N/A
TER,TERADYNE INC COM,195.18,42.2,UP,171.82,115.34,10.86,38.02,3.56,N/A
TEVA,TEVA PHARMACEUTICAL INDS LTD SPONSORED ADS,30.35,35.4,UP,24.32,18.76,2.08,10.94,11.26,N/A
TGT,TARGET CORP COM,98.01,27.4,FLAT,91.88,96.46,0.42,12.76,7.75,N/A
TIGR,UP FINTECH HLDG LTD SPONSORED ADS,8.96,53.1,FLAT,9.49,9.46,3.26,9.29,4.2,N/A
TJX,TJX COS INC NEW COM,154.6,15.7,UP,147.6,133.67,2.92,30.03,5.24,N/A
TLN,TALEN ENERGY CORP COM,372.25,50.5,FLAT,383.25,317.26,7.26,18.51,0.89,N/A
TLRY,TILRAY BRANDS INC COM,11.16,125.0,FLAT,11.86,8.59,1.56,280.9,11.38,N/A
TLT,ISHARES TR 20 YR TR BD ETF,0,50.0,N/A,89.68,88.24,0,-4377.5,32.23,N/A
TMC,TMC THE METALS COMPANY INC COM,7.89,154.7,UP,6.89,5.27,0,-35.46,10.12,N/A
TMF,DIREXION SHS ETF TR DAILY 20+ YEAR T,0,58.6,N/A,40.84,39.54,0,0,5.28,N/A
TMO,THERMO FISHER SCIENTIFIC INC COM,567.83,23.2,UP,567.51,483.05,4.88,23.04,2.05,N/A
TMQ,TRILOGY METALS INC NEW COM,4.65,125.8,FLAT,4.83,2.49,0,-99.2,14.27,N/A
TMUS,T-MOBILE US INC COM,196.73,23.8,DOWN,211.3,236.13,2.58,16.13,5.18,N/A
TNA,DIREXION SHS ETF TR DLY SMCAP BULL3X,0,1135.9,N/A,45.83,37.07,0,0,12.93,N/A
TOST,TOAST INC CL A,36.22,37.6,FLAT,35.92,39.28,3.64,29.03,8.44,N/A
TPR,TAPESTRY INC COM,125.42,36.5,UP,112.05,95.14,3.6,20.18,3.04,N/A
TQQQ,PROSHARES TR ULTRAPRO QQQ,0,442.9,N/A,53.73,42.33,0,0,115.02,N/A
TRIP,TRIPADVISOR INC COM,13.87,64.8,DOWN,15.29,15.32,0.86,7.75,2.44,N/A
TSCO,TRACTOR SUPPLY CO COM,51.4,28.0,DOWN,54.1,54.7,1.76,22.04,5.28,N/A
TSLA,TESLA INC COM,481.2,40.6,UP,439.71,351.1,16.73,215.05,85.97,N/A
TSLL,DIREXION SHS ETF TR DAILY TSLA 2X SH,0,0.0,N/A,19.61,14.34,0,0,119.31,N/A
TSLQ,INVESTMENT MANAGERS SER TR II TRADR 2X SHORT,0,559.0,N/A,22.76,58.5,0,0,20.19,N/A
TSM,TAIWAN SEMICONDUCTOR MFG LTD SPONSORED ADS,288.95,30.8,FLAT,292.26,233.86,0.41,23.01,13.18,N/A
TSSI,TSS INC DEL COM,7.55,84.4,DOWN,12.86,15.13,0.93,0,2.11,N/A
TTD,THE TRADE DESK INC COM CL A,37.26,39.9,DOWN,44.09,57.84,6.53,17.87,13.74,N/A
TTWO,TAKE-TWO INTERACTIVE SOFTWARE COM,247.4,28.1,FLAT,247.57,234.22,7.35,31.12,1.65,N/A
TWLO,TWILIO INC CL A,141.74,31.5,UP,123.59,112.29,4.44,26.02,2.39,N/A
TXN,TEXAS INSTRS INC COM,176.29,29.4,FLAT,169.27,181.58,9.28,28.56,7.79,N/A
TXRH,TEXAS ROADHOUSE INC COM,175.77,27.8,FLAT,169.67,174.94,2.0,26.42,1.07,N/A
TZA,DIREXION SHS ETF TR DAILY SM CP BEAR,0,598.4,N/A,7.78,11.52,0,0,64.44,N/A
U,UNITY SOFTWARE INC COM,46.42,55.8,UP,40.54,31.97,11.01,49.11,9.62,N/A
UAL,UNITED AIRLS HLDGS INC COM,113.99,34.0,UP,99.96,88.34,0.63,8.86,6.15,N/A
UAMY,UNITED STATES ANTIMONY CORP COM,4.82,101.6,FLAT,8.05,4.69,21.19,43.82,15.12,N/A
UBER,UBER TECHNOLOGIES INC COM,79.31,27.9,FLAT,90.2,87.64,3.33,18.67,18.41,N/A
UCO,PROSHARES TR II ULTA BLMBG 2017,0,84.4,N/A,20.42,22.34,0,0,2.38,N/A
UEC,URANIUM ENERGY CORP COM,12.39,75.0,FLAT,13.21,9.16,120.38,170.9,14.4,N/A
ULTA,ULTA BEAUTY INC COM,597.88,27.8,UP,540.21,476.79,2.24,21.1,0.66,N/A
ULTY,TIDAL TRUST II YIELDMAX ULTRA O,0,0.0,N/A,44.53,56.2,0,0,3.07,N/A
UMAC,UNUSUAL MACHS INC COM SHS,9.85,97.7,FLAT,11.1,9.22,43.74,-35.18,3.44,N/A
UNG,UNITED STS NAT GAS FD LP UNIT PAR,0,656.3,N/A,13.6,15.33,0,0,13.28,N/A
UNH,UNITEDHEALTH GROUP INC COM,327.42,30.7,DOWN,337.32,354.94,0.68,18.43,8.09,N/A
UNP,UNION PAC CORP COM,234.23,18.4,UP,226.66,225.99,5.66,18.49,3.5,N/A
UPRO,PROSHARES TR ULTRPRO S&P500,0,355.2,N/A,113.78,94.08,0,0,5.5,N/A
UPS,UNITED PARCEL SERVICE INC CL B,101.92,22.0,FLAT,93.7,95.71,0.97,14.25,7.32,N/A
UPST,UPSTART HLDGS INC COM,47.59,61.5,FLAT,45.05,55.04,4.64,19.82,6.51,N/A
UPXI,UPEXI INC COM NEW,2.08,53.1,DOWN,3.57,5.98,6.35,-5.94,4.77,N/A
URA,GLOBAL X FDS GLOBAL X URANIUM,0,193.0,N/A,48.54,38.15,0,0,5.86,N/A
URBN,URBAN OUTFITTERS INC COM,81.33,33.2,UP,69.68,66.46,1.22,14.06,2.12,N/A
URI,UNITED RENTALS INC COM,812.42,30.9,FLAT,858.91,794.64,3.27,17.21,0.61,N/A
USAR,USA RARE EARTH INC COM,13.84,84.6,FLAT,18.93,14.42,0,-30.98,14.96,N/A
USB,US BANCORP DEL COM NEW,54.16,17.6,UP,48.67,45.63,3.24,11.06,9.01,N/A
USO,UNITED STS OIL FD LP UNITS,0,47.4,N/A,70.34,72.04,0,0,5.36,N/A
UUUU,ENERGY FUELS INC COM NEW,15.07,76.6,FLAT,17.22,10.15,45.41,75.35,21.33,N/A
UVIX,2x Long VIX Futures ETF,0,596.9,N/A,9.5,22.57,0,0,30.32,N/A
UVXY,ProShares Ultra VIX Short-Term Futures ETF,0,0.0,N/A,51.66,87.96,0,0,8.07,N/A
UWMC,UWM HOLDINGS CORPORATION COM CL A,4.87,51.6,FLAT,5.45,5.1,2.97,10.79,10.32,N/A
V,VISA INC COM CL A,349.25,16.1,FLAT,337.73,344.32,16.85,24.21,6.5,N/A
VALE,VALE S A SPONSORED ADS,12.72,52.5,UP,12.16,10.46,0.26,6.37,33.93,N/A
VERU,VERU INC COM NEW,2.32,164.1,DOWN,2.92,4.42,0,-1.63,0.18,N/A
VFC,V F CORP COM,18.62,53.5,UP,16.12,14.1,0.76,18.22,6.79,N/A
VG,VENTURE GLOBAL INC COM CL A,6.35,50.0,DOWN,7.79,11.47,1.43,7.57,10.19,N/A
VKTX,VIKING THERAPEUTICS INC COM,35.19,65.0,FLAT,35.96,30.18,0,-9.46,4.06,N/A
VLO,VALERO ENERGY CORP COM,162.71,30.3,FLAT,170.98,145.9,0.43,12.87,2.68,N/A
VOD,VODAFONE GROUP PLC NEW SPONSORED ADR,12.84,25.4,UP,12.06,10.87,0.79,13.76,5.29,N/A
VOO,VANGUARD INDEX FDS S&P 500 ETF SHS,0,259.2,N/A,620.73,572.41,0,0,9.28,N/A
VRT,VERTIV HOLDINGS CO COM CL A,159.82,53.1,FLAT,176.23,129.76,6.3,30.27,7.82,N/A
VRTX,VERTEX PHARMACEUTICALS INC COM,456.2,24.4,FLAT,430.16,441.12,9.98,22.54,1.5,N/A
VST,VISTRA CORP COM,163.03,44.8,FLAT,182.05,172.36,3.21,17.65,4.66,N/A
VXX,iPath Series B S&P 500 VIX Short-Term Futures ETN,0,134.0,N/A,33.44,44.73,0,0,9.5,N/A
VZ,VERIZON COMMUNICATIONS INC COM,39.82,16.3,DOWN,40.35,42.6,1.22,8.3,28.23,N/A
W,WAYFAIR INC CL A,101.7,53.1,UP,97.06,65.09,1.08,35.29,3.57,N/A
WBD,WARNER BROS DISCOVERY INC COM SER A,27.77,41.2,UP,23.25,14.62,1.82,-130.89,46.8,N/A
WDAY,WORKDAY INC CL A,218.63,25.1,DOWN,227.42,235.53,6.32,20.38,2.82,N/A
WDC,WESTERN DIGITAL CORP COM,181.08,57.6,UP,151.62,86.86,6.13,18.73,9.55,N/A
WEN,WENDYS CO COM,8.38,47.3,DOWN,8.59,10.83,0.72,9.48,6.89,N/A
WFC,WELLS FARGO CO NEW COM,93.01,19.0,UP,86.63,78.82,3.77,13.41,14.86,N/A
WGS,GENEDX HOLDINGS CORP COM CL A,140.44,56.2,UP,140.24,106.53,10.09,333.25,0.51,N/A
WMB,WILLIAMS COS INC COM,58.26,24.0,FLAT,60.11,59.28,6.14,25.15,7.33,N/A
WMT,WALMART INC COM,114.36,19.5,UP,107.45,99.18,1.3,38.4,18.42,N/A
WOOF,PETCO HEALTH & WELLNESS CO INC COM,2.92,73.4,FLAT,3.21,3.19,0.14,13.44,2.61,N/A
WPM,WHEATON PRECIOUS METALS CORP COM,119.7,38.3,UP,104.96,93.73,29.73,33.19,2.16,N/A
WRBY,WARBY PARKER INC CL A COM,26.39,53.2,FLAT,20.9,21.6,3.79,53.78,3.4,N/A
WULF,TERAWULF INC COM,12.52,99.2,FLAT,13.8,7.64,31.28,-23.4,41.07,N/A
WWR,WESTWATER RES INC COM NEW,0.8724,150.0,FLAT,1.28,0.82,0,29.08,7.33,N/A
WYNN,WYNN RESORTS LTD COM,127.94,34.4,UP,123.42,105.76,1.87,21.86,1.63,N/A
XBI,SPDR SERIES TRUST STATE STREET SPD,0,102.0,N/A,114.84,93.24,0,0,10.62,N/A
XHB,SPDR SERIES TRUST STATE STREET SPD,0,64.4,N/A,106.05,103.3,0,0,2.04,N/A
XLB,SELECT SECTOR SPDR TR STATE STREET MAT,0,201.0,N/A,43.9,43.81,0,0,13.15,N/A
XLC,SELECT SECTOR SPDR TR STATE STREET COM,0,53.0,N/A,114.59,107.09,0,0,5.5,N/A
XLE,SELECT SECTOR SPDR TR STATE STREET ENE,0,53.7,N/A,44.54,43.48,0,0,30.3,N/A
XLF,SELECT SECTOR SPDR TR STATE STREET FIN,0,97.7,N/A,52.96,51.59,0,0,41.34,N/A
XLI,SELECT SECTOR SPDR TR STATE STREET IND,0,107.5,N/A,153.39,145.75,0,0,10.88,N/A
XLK,SELECT SECTOR SPDR TR STATE STREET TEC,0,263.1,N/A,144.37,126.93,0,0,18.27,N/A
XLP,SELECT SECTOR SPDR TR STATE STREET CON,0,134.4,N/A,78.08,80.08,0,0,14.07,N/A
XLU,SELECT SECTOR SPDR TR STATE STREET UTI,0,440.6,N/A,44.44,41.88,0,0,20.76,N/A
XLV,SELECT SECTOR SPDR TR STATE STREET HEA,0,63.7,N/A,149.76,140.06,0,0,12.98,N/A
XLY,SELECT SECTOR SPDR TR STATE STREET CON,0,107.6,N/A,118.12,110.46,0,0,11.52,N/A
XOM,EXXON MOBIL CORP COM,116.69,17.0,UP,115.86,111.33,1.52,16.24,15.07,N/A
XOP,SPDR SERIES TRUST STATE STREET SPD,0,62.8,N/A,129.52,126.49,0,-12556.0,3.11,N/A
XP,XP INC CL A,16.01,42.2,FLAT,17.85,17.42,0.48,8.29,7.11,N/A
XPEV,XPENG INC ADS,19.86,50.8,FLAT,21.63,20.63,0.27,53.56,11.43,N/A
XRT,SPDR SERIES TRUST STATE STREET SPD,0,211.7,N/A,83.46,78.9,0,0,5.08,N/A
XYZ,BLOCK INC CL A,65.33,35.4,FLAT,68.2,66.71,1.66,19.99,7.34,N/A
YINN,DIREXION SHS ETF TR DL FTSE BULL 3X,0,158.2,N/A,47.01,43.52,0,0,2.11,N/A
ZETA,ZETA GLOBAL HOLDINGS CORP CL A,17.99,54.9,FLAT,18.38,16.38,3.61,18.16,7.16,N/A
ZIM,ZIM INTEGRATED SHIPPING SERV SHS,19.24,76.2,UP,16.63,15.88,0.31,-5.22,4.71,N/A
ZM,ZOOM COMMUNICATIONS INC CL A,89.82,22.3,UP,84.15,79.21,5.59,14.86,2.83,N/A
ZS,ZSCALER INC COM,232.55,29.6,FLAT,286.35,268.11,13.09,51.86,1.68,N/A
