Ticker,Name,Price,IV %,Trend,SMA 50,SMA 200,P/S,Fwd P/E,Avg Vol (M),Earnings
FXI,ISHARES TR CHINA LG-CAP ETF,0,74.6,N/A,39.62,37.71,0,0,31.82,N/A
GAP,GAP INC COM,28.02,35.0,UP,24.36,22.46,0.68,12.2,8.94,N/A
GBTC,GRAYSCALE BITCOIN TRUST ETF SHS REP COM UT,0,97.9,N/A,77.36,81.25,0,0,5.43,N/A
GD,GENERAL DYNAMICS CORP COM,339.36,21.9,FLAT,340.56,306.02,1.78,19.68,1.15,N/A
GDDY,GODADDY INC CL A,127.22,30.6,DOWN,129.11,157.06,3.62,12.73,1.5,N/A
GDX,VANECK ETF TRUST GOLD MINERS ETF,0,436.7,N/A,77.88,60.58,0,0,26.77,N/A
GDXJ,VANECK ETF TRUST JUNIOR GOLD MINE,0,165.6,N/A,101.71,77.83,0,0,6.34,N/A
GE,GE AEROSPACE COM NEW,307.21,26.7,UP,299.58,257.95,7.41,42.61,4.22,N/A
GEHC,GE HEALTHCARE TECHNOLOGIES INC COMMON STOCK,82.89,27.2,UP,77.49,74.48,1.87,16.83,3.62,N/A
GEMI,GEMINI SPACE STA INC CL A COM,11.42,92.0,DOWN,15.04,17.98,8.27,-4.33,2.51,N/A
GEV,GE VERNOVA INC COM,658.28,44.0,UP,601.5,521.31,4.76,50.86,3.29,N/A
GILD,GILEAD SCIENCES INC COM,124.29,26.2,UP,122.15,113.35,5.3,14.21,7.54,N/A
GLD,SPDR GOLD TR GOLD SHS,0,131.3,N/A,381.21,327.38,0,0,15.71,N/A
GLW,CORNING INC COM,87.86,36.2,UP,85.92,63.86,5.05,28.57,7.14,N/A
GLXY,GALAXY DIGITAL INC. CL A,24.0,75.4,FLAT,30.94,27.5,0.41,-329.99,9.01,N/A
GM,GENERAL MTRS CO COM,82.35,23.9,UP,70.5,56.35,0.42,7.07,9.93,N/A
GME,GAMESTOP CORP NEW CL A,22.51,33.4,FLAT,22.22,24.35,2.65,27.79,7.0,N/A
GNRC,GENERAC HLDGS INC COM,138.94,44.0,FLAT,163.5,151.87,1.87,16.89,1.2,N/A
GOOG,ALPHABET INC CAP STK CL C,308.61,25.5,UP,288.17,213.28,9.66,27.57,23.57,N/A
GOOGL,ALPHABET INC CAP STK CL A,307.16,24.6,UP,287.53,212.19,9.65,27.44,36.57,N/A
GOOS,CANADA GOOSE HLDGS INC SHS SUB VTG,12.87,55.5,FLAT,13.26,11.7,0.91,15.81,0.66,N/A
GPRO,GOPRO INC CL A,1.62,50.0,FLAT,1.79,1.27,0.4,32.4,6.7,N/A
GRAB,GRAB HOLDINGS LIMITED CLASS A ORD,4.93,52.3,FLAT,5.49,5.12,6.24,47.55,50.2,N/A
GRRR,GORILLA TECHNOLOGY GROUP INC SHS NEW,12.28,55.1,DOWN,14.76,18.33,2.79,13.2,1.31,N/A
GS,GOLDMAN SACHS GROUP INC COM,893.48,26.3,UP,808.98,693.5,4.72,16.21,2.09,N/A
GSK,GSK PLC SPONSORED ADR,48.61,23.9,UP,46.72,40.89,3.06,10.44,5.22,N/A
GTLB,GITLAB INC CLASS A COM,38.0,46.3,DOWN,43.61,45.7,7.06,36.64,4.45,N/A
GTM,ZOOMINFO TECHNOLOGIES INC COMMON STOCK,10.27,56.6,FLAT,10.3,10.16,2.64,9.26,4.59,N/A
HAL,HALLIBURTON CO COM,27.72,29.1,UP,26.46,23.18,1.07,12.59,12.85,N/A
HD,HOME DEPOT INC COM,345.0,24.1,DOWN,365.81,373.68,2.07,22.75,3.99,N/A
HIMS,HIMS & HERS HEALTH INC COM CL A,35.56,53.6,DOWN,42.14,45.77,3.66,31.41,24.04,N/A
HIVE,HIVE DIGITAL TECHNOLOGIES LTD COM NEW,2.83,96.9,FLAT,4.26,2.81,3.48,4.29,28.18,N/A
HL,HECLA MNG CO COM,19.67,67.6,UP,15.04,8.96,10.76,25.92,21.17,N/A
HLF,HERBALIFE LTD COM SHS,13.99,56.6,UP,10.45,8.95,0.29,5.08,1.82,N/A
HLT,HILTON WORLDWIDE HLDGS INC COM,292.25,23.6,UP,271.45,256.93,14.11,32.01,1.8,N/A
HOG,HARLEY DAVIDSON INC COM,21.25,38.3,DOWN,24.72,25.25,0.55,9.93,2.12,N/A
HON,HONEYWELL INTL INC COM,199.11,18.7,FLAT,195.33,202.21,3.3,18.86,4.55,N/A
HOOD,ROBINHOOD MKTS INC COM CL A,121.35,53.6,FLAT,129.4,94.29,25.96,46.45,29.24,N/A
HPE,HEWLETT PACKARD ENTERPRISE CO COM,24.43,29.9,UP,23.23,20.3,0.95,8.89,32.63,N/A
HPQ,HP INC COM,23.26,27.3,DOWN,25.68,26.22,0.39,7.17,12.77,N/A
HRL,HORMEL FOODS CORP COM,23.67,25.5,FLAT,23.1,27.37,1.08,15.19,5.03,N/A
HSBC,HSBC HLDGS PLC SPON ADR NEW,77.92,19.8,UP,70.54,63.45,4.61,9.4,1.73,N/A
HSY,HERSHEY CO COM,189.26,24.2,UP,181.33,175.91,3.34,27.37,1.66,N/A
HTZ,HERTZ GLOBAL HLDGS INC COM NEW,5.15,63.3,DOWN,5.39,5.87,0.19,-9.96,11.55,N/A
HUM,HUMANA INC COM,259.4,37.6,FLAT,260.12,258.63,0.25,20.84,1.76,N/A
HUT,HUT 8 CORP COM,44.12,97.0,UP,43.7,26.2,26.73,-67.88,7.76,N/A
HWM,HOWMET AEROSPACE INC COM,203.49,29.7,UP,198.76,173.41,10.27,45.81,2.13,N/A
HYG,ISHARES TR IBOXX HI YD ETF,0,109.6,N/A,80.58,79.9,0,1339.33,43.17,N/A
IAU,ISHARES GOLD TR ISHARES NEW,0,133.6,N/A,78.07,67.02,0,0,11.05,N/A
IBIT,ISHARES BITCOIN TRUST ETF SHS BEN INT,0,266.0,N/A,56.07,58.7,0,0,65.36,N/A
IBKR,INTERACTIVE BROKERS GROUP INC COM CL A,64.26,32.4,FLAT,66.64,57.64,18.22,27.28,4.43,N/A
IBM,INTERNATIONAL BUSINESS MACHS COM,300.98,23.4,UP,300.49,270.05,4.3,24.68,5.18,N/A
ICLN,ISHARES TR GL CLEAN ENE ETF,0,393.4,N/A,16.79,14.08,0,0,3.35,N/A
IEF,ISHARES TR 7-10 YR TRSY BD,0,18.8,N/A,96.88,95.55,0,0,8.83,N/A
INO,INOVIO PHARMACEUTICALS INC COM SHS,2.28,590.6,UP,2.19,2.0,859.09,-1.53,1.23,N/A
INOD,INNODATA INC COM NEW,53.0,56.3,FLAT,63.84,51.07,7.08,41.41,1.52,N/A
INTC,INTEL CORP COM,36.82,44.8,FLAT,38.03,26.95,3.29,61.39,107.05,N/A
INTU,INTUIT COM,671.3,26.7,FLAT,658.25,679.54,9.62,25.42,1.84,N/A
IONQ,IONQ INC COM,48.48,77.2,FLAT,54.68,43.61,215.13,-40.36,27.9,N/A
IOT,SAMSARA INC COM CL A,38.19,41.1,DOWN,38.91,39.1,14.49,65.33,5.23,N/A
IOVA,IOVANCE BIOTHERAPEUTICS INC COM,2.48,67.2,FLAT,2.26,2.48,3.93,-4.06,14.15,N/A
IP,INTERNATIONAL PAPER CO COM,38.24,31.9,DOWN,40.59,46.5,0.83,16.81,4.85,N/A
IQ,IQIYI INC SPONSORED ADS,1.85,56.3,FLAT,2.13,2.08,0.07,15.14,11.99,N/A
IREN,IREN LIMITED ORDINARY SHARES,39.92,92.5,FLAT,52.63,25.98,19.04,47.71,42.26,N/A
IRM,IRON MTN INC DEL COM,80.09,35.5,DOWN,93.66,94.5,3.57,35.35,1.94,N/A
ISRG,INTUITIVE SURGICAL INC COM NEW,572.47,29.4,UP,538.59,508.05,21.35,58.73,2.22,N/A
ITB,iShares U.S. Home Construction ETF,0,87.5,N/A,100.78,99.12,0,0,2.29,N/A
IVV,ISHARES TR CORE S&P500 ETF,0,66.6,N/A,678.27,625.38,0,0,9.21,N/A
IWM,ISHARES TR RUSSELL 2000 ETF,0,208.6,N/A,245.31,223.01,0,0,41.33,N/A
IYR,ISHARES TR U.S. REAL ES ETF,0,65.3,N/A,95.37,95.01,0,0,6.62,N/A
JBLU,JETBLUE AWYS CORP COM,4.8,50.0,FLAT,4.52,4.69,0.19,-4.5,19.7,N/A
JD,JD.COM INC SPON ADS CL A,28.82,24.6,DOWN,31.01,33.59,0.03,7.96,13.2,N/A
JETS,ETF SER SOLUTIONS US GLB JETS,0,190.2,N/A,25.8,23.79,0,0,3.39,N/A
JMIA,JUMIA TECHNOLOGIES AG SPONSORED ADS,12.91,97.3,UP,11.36,6.68,9.13,-37.97,3.08,N/A
JNJ,JOHNSON & JOHNSON COM,206.37,17.1,UP,197.75,172.43,5.4,17.89,8.95,N/A
JOBY,JOBY AVIATION INC COMMON STOCK,14.22,66.8,FLAT,15.2,12.07,572.58,-18.7,35.21,N/A
JPM,JPMORGAN CHASE & CO. COM,317.21,19.1,UP,307.69,282.3,5.22,14.98,8.79,N/A
KEY,KEYCORP COM,20.98,18.6,UP,18.32,17.3,3.88,11.74,20.29,N/A
KGC,KINROSS GOLD CORP COM,28.59,51.7,UP,25.69,18.98,5.42,11.6,12.47,N/A
KHC,KRAFT HEINZ CO COM,24.51,20.3,DOWN,24.88,26.99,1.15,9.74,15.24,N/A
KKR,KKR & CO INC COM,130.61,32.7,FLAT,123.42,126.78,5.44,19.22,4.75,N/A
KMB,KIMBERLY-CLARK CORP COM,100.65,21.6,DOWN,108.88,126.82,1.69,13.15,5.27,N/A
KMI,KINDER MORGAN INC DEL COM,26.49,18.8,DOWN,26.83,27.3,3.59,19.15,14.06,N/A
KO,COCA COLA CO COM,70.06,14.5,FLAT,70.13,69.92,6.33,21.75,16.63,N/A
KOLD,PROSHARES TR II ULSHT BLOOMB GAS,0,453.5,N/A,30.66,28.57,0,0,5.9,N/A
KOPN,KOPIN CORP COM,2.4,73.4,FLAT,2.92,2.01,9.28,80.0,4.84,N/A
KR,KROGER CO COM,62.41,21.2,DOWN,65.6,68.03,0.28,11.78,6.7,N/A
KRE,SPDR SERIES TRUST STATE STREET SPD,0,335.9,N/A,62.31,60.07,0,0,17.08,N/A
KSS,KOHLS CORP COM,23.2,56.7,UP,18.77,12.67,0.17,17.13,5.16,N/A
KTOS,KRATOS DEFENSE & SEC SOLUTIONS COM NEW,75.39,60.4,FLAT,79.93,57.77,9.91,99.82,3.39,N/A
KVUE,KENVUE INC COM,17.02,23.0,FLAT,16.28,20.2,2.17,15.38,42.45,N/A
KWEB,KRANESHARES TRUST CSI CHI INTERNET,0,226.6,N/A,38.46,36.45,0,0,21.22,N/A
LABD,DIREXION SHS ETF TR DAILY S&P BIOTEC,0,99.2,N/A,26.81,60.71,0,0,2.39,N/A
LABU,DIREXION SHS ETF TR DAILY S&P BIOTCH,0,476.2,N/A,137.56,83.43,0,0,0.88,N/A
LAC,LITHIUM AMERS CORP NEW COM SHS,4.75,85.2,FLAT,5.63,3.8,0,-12.71,44.89,N/A
LAES,SEALSQ CORP ORD SHS,4.2,100.0,FLAT,5.3,3.73,68.44,-70.0,30.86,N/A
LASE,LASER PHOTONICS CORP COM,2.57,160.9,FLAT,3.33,3.12,8.33,0,0.75,N/A
LAZR,LUMINAR TECHNOLOGIES INC COM NEW CL A,0.6044,493.8,DOWN,1.23,2.85,0.62,-0.27,23.77,N/A
LCID,LUCID GROUP INC COM NEW,11.82,70.3,DOWN,15.59,21.3,3.6,-1.83,9.04,N/A
LDI,LOANDEPOT INC COM CL A,2.25,87.5,FLAT,2.84,2.05,0.71,14.33,5.68,N/A
LEN,LENNAR CORP CL A,107.99,32.7,FLAT,122.46,118.38,0.78,10.68,5.95,N/A
LEVI,LEVI STRAUSS & CO NEW CL A COM STK,21.71,35.0,UP,21.21,19.48,1.3,14.74,2.75,N/A
LHX,L3HARRIS TECHNOLOGIES INC COM,287.45,26.7,UP,286.47,258.84,2.47,23.16,1.14,N/A
LI,LI AUTO INC SPONSORED ADS,17.0,52.9,DOWN,19.52,24.53,0.13,19.44,4.67,N/A
LITE,LUMENTUM HLDGS INC COM,371.43,79.0,UP,252.29,136.23,14.3,45.39,4.28,N/A
LLY,ELI LILLY & CO COM,1071.44,29.7,UP,955.69,818.02,16.16,32.94,3.85,N/A
LMND,LEMONADE INC COM,82.61,70.1,UP,67.78,47.72,9.38,-52.62,2.77,N/A
LMT,LOCKHEED MARTIN CORP COM,474.13,21.5,UP,473.66,465.38,1.51,16.23,1.36,N/A
LNG,CHENIERE ENERGY INC COM NEW,189.76,27.0,DOWN,209.32,226.52,2.2,13.22,1.94,N/A
LOW,LOWES COS INC COM,240.44,29.9,UP,239.43,235.69,1.6,18.48,3.02,N/A
LQD,ISHARES TR IBOXX INV CP ETF,0,107.8,N/A,111.25,109.36,0,0,33.1,N/A
LQDA,LIQUIDIA CORPORATION COM NEW,34.53,79.9,UP,28.31,20.68,43.4,16.38,2.28,N/A
LRCX,LAM RESEARCH CORP COM NEW,172.27,40.4,UP,154.38,108.59,11.09,30.63,11.57,N/A
LULU,LULULEMON ATHLETICA INC COM,209.45,34.7,FLAT,177.83,227.55,2.24,16.6,4.59,N/A
LUMN,LUMEN TECHNOLOGIES INC COM,8.19,58.6,FLAT,8.51,5.5,0.66,-17.87,18.42,N/A
LUNR,INTUITIVE MACHINES INC CLASS A COM,14.94,130.7,UP,10.92,10.07,8.11,3952.38,7.85,N/A
LUV,SOUTHWEST AIRLS CO COM,41.26,27.5,UP,34.38,32.29,0.79,14.33,9.93,N/A
LVS,LAS VEGAS SANDS CORP COM,66.95,28.2,UP,61.8,49.78,3.75,21.03,5.57,N/A
LYFT,LYFT INC CL A COM,19.42,46.1,FLAT,20.87,16.67,1.26,13.0,16.55,N/A
M,MACYS INC COM,23.83,35.2,UP,20.56,15.04,0.28,10.78,7.62,N/A
MA,MASTERCARD INCORPORATED CL A,572.23,17.0,FLAT,554.17,559.59,16.44,29.95,2.81,N/A
MAGS,Roundhill Magnificent Seven ETF,0,340.0,N/A,66.0,57.23,0,0,3.23,N/A
MANU,MANCHESTER UTD PLC NEW ORD CL A,15.86,44.9,FLAT,16.28,15.79,4.12,30.4,0.42,N/A
MAR,MARRIOTT INTL INC NEW CL A,310.16,22.2,UP,284.34,264.93,12.25,27.27,1.61,N/A
MARA,MARA HOLDINGS INC COM,10.18,72.3,DOWN,14.79,15.34,4.19,-37.7,50.26,N/A
MBLY,MOBILEYE GLOBAL INC COMMON CLASS A,10.19,50.0,DOWN,12.44,14.41,4.28,25.0,5.01,N/A
MCD,MCDONALDS CORP COM,315.84,16.2,UP,306.94,306.25,8.58,23.88,3.19,N/A
MCHP,MICROCHIP TECHNOLOGY INC. COM,64.91,35.9,FLAT,60.63,60.66,8.33,26.09,8.45,N/A
MCK,MCKESSON CORP COM,820.25,22.8,FLAT,823.69,732.35,0.26,18.72,0.77,N/A
MDB,MONGODB INC CL A,430.64,32.1,UP,360.11,257.01,15.13,77.58,1.81,N/A
MDLZ,MONDELEZ INTL INC CL A,54.5,24.2,DOWN,57.38,63.44,1.87,17.29,9.69,N/A
MDT,MEDTRONIC PLC SHS,98.63,13.2,UP,97.19,91.15,3.64,16.12,7.05,N/A
MELI,MERCADOLIBRE INC COM,1997.61,37.1,DOWN,2099.88,2268.01,3.87,33.46,0.56,N/A
META,META PLATFORMS INC CL A,658.77,25.5,DOWN,661.2,671.26,8.76,21.85,18.41,N/A
METU,DIREXION SHS ETF TR DAILY META BULL,0,79.5,N/A,33.58,37.33,0,0,4.6,N/A
MLCO,MELCO RESORTS AND ENTMNT LTD ADR,7.99,99.2,FLAT,8.46,7.61,0.62,10.78,2.21,N/A
MMM,3M CO COM,161.96,23.4,FLAT,164.92,153.08,3.47,18.74,2.97,N/A
MNKD,MANNKIND CORP COM NEW,5.84,72.7,UP,5.46,4.77,5.71,39.82,4.05,N/A
MO,ALTRIA GROUP INC COM,58.07,14.9,DOWN,59.93,60.71,4.84,10.39,8.65,N/A
MP,MP MATERIALS CORP COM CL A,53.97,56.7,FLAT,63.76,48.68,41.1,73.05,13.74,N/A
MPW,MEDICAL PPTYS TRUST INC COM,5.14,49.2,FLAT,5.2,4.94,3.06,42.83,7.49,N/A
MRK,MERCK & CO INC COM,101.09,22.9,UP,92.95,85.2,3.93,12.19,14.0,N/A
MRNA,MODERNA INC COM,33.8,55.8,FLAT,26.44,27.51,5.92,-4.84,10.83,N/A
MRVL,MARVELL TECHNOLOGY INC COM,84.09,42.7,FLAT,87.68,73.7,9.3,23.45,19.78,N/A
MS,MORGAN STANLEY COM NEW,176.98,18.9,UP,166.41,142.42,4.12,16.81,5.73,N/A
MSFT,MICROSOFT CORP COM,485.92,19.0,FLAT,500.27,474.02,12.29,25.93,23.13,N/A
MSOS,ADVISORSHARES TR PURE US CANNABIS,0,1568.8,N/A,4.31,3.51,0,0,13.85,N/A
MSTR,STRATEGY INC CL A NEW,164.82,66.3,DOWN,225.0,324.84,99.72,3.36,16.2,N/A
MSTU,T-Rex 2X Long MSTR Daily Target ETF,0,0.0,N/A,21.8,57.65,0,0,9.64,N/A
MSTX,TIDAL TRUST II DEF DLY TGT 2X L,0,725.0,N/A,10.02,26.84,0,0,21.6,N/A
MSTY,TIDAL TRUST II YIELDMAX MSTR OP,0,0.0,N/A,45.44,85.95,0,0,2.15,N/A
MSTZ,T-Rex 2X Inverse MSTR Daily Target ETF,0,1109.4,N/A,10.12,7.38,0,0,20.14,N/A
MT,ARCELORMITTAL SA LUXEMBOURG NY REGISTRY SH,44.65,39.8,UP,40.8,34.17,0.56,9.07,1.34,N/A
MU,MICRON TECHNOLOGY INC COM,265.92,54.0,UP,227.37,141.41,7.07,7.09,27.2,N/A
MVIS,MICROVISION INC DEL COM NEW,0.9415,206.3,DOWN,1.04,1.16,109.12,-4.96,6.03,N/A
NAIL,DBX ETF TR DALY HOM B&S BUL,0,181.1,N/A,58.86,61.99,0,0,1.25,N/A
NAK,NORTHERN DYNASTY MINERALS LTD COM NEW,2.21,75.0,UP,1.95,1.31,0,-121.96,14.92,N/A
NB,NIOCORP DEVS LTD COM NEW,5.73,121.1,FLAT,6.87,4.29,0,-16.37,8.4,N/A
NBIS,NEBIUS GROUP N.V. SHS CLASS A,89.46,79.2,FLAT,102.98,65.21,62.01,-39.15,18.98,N/A
NCLH,NORWEGIAN CRUISE LINE HLDG LTD SHS,23.04,40.8,FLAT,20.46,20.94,1.08,8.69,16.51,N/A
NEE,NEXTERA ENERGY INC COM,79.54,20.3,FLAT,83.38,74.7,6.3,19.86,10.35,N/A
NEM,NEWMONT CORP COM,101.29,40.0,UP,89.04,68.12,5.17,13.05,10.95,N/A
NET,CLOUDFLARE INC CL A COM,195.68,39.0,FLAT,211.87,181.08,34.04,166.31,2.67,N/A
NFE,NEW FORTRESS ENERGY INC COM CL A,1.21,143.8,DOWN,1.41,3.53,0.19,-0.66,16.56,N/A
NFLX,NETFLIX INC COM,94.39,28.7,DOWN,108.29,113.28,9.22,23.45,43.49,N/A
NIO,NIO INC SPON ADS,4.99,45.3,FLAT,6.11,5.06,0.17,-10.36,58.02,N/A
NKE,NIKE INC CL B,58.71,32.1,DOWN,65.04,67.2,1.87,24.83,16.87,N/A
NLY,ANNALY CAPITAL MANAGEMENT INC COM NEW,22.7,22.3,UP,21.75,20.51,8.87,7.61,7.26,N/A
NMAX,NEWSMAX INC COM SHS CLASS B,9.11,73.8,DOWN,9.36,17.0,6.37,-113.88,0.9,N/A
NN,NEXTNAV INC COMMON STOCK,16.79,92.8,FLAT,13.79,13.97,408.7,-29.72,1.29,N/A
NNE,NANO NUCLEAR ENERGY INC COM,33.03,70.2,FLAT,38.42,33.63,0,-17.2,3.23,N/A
NOK,NOKIA CORP SPONSORED ADR,6.5,42.2,UP,6.32,5.25,1.87,17.2,47.07,N/A
NOW,SERVICENOW INC COM,155.31,30.1,DOWN,172.44,181.83,12.73,38.07,7.92,N/A
NRG,NRG ENERGY INC COM NEW,156.2,39.7,FLAT,166.28,146.16,1.01,16.4,2.15,N/A
NSC,NORFOLK SOUTHN CORP COM,291.41,32.7,UP,287.74,264.26,5.35,22.35,1.4,N/A
NTAP,NETAPP INC COM,111.9,28.8,FLAT,114.09,105.72,3.37,13.09,1.99,N/A
NTR,NUTRIEN LTD COM,62.28,26.9,UP,58.18,57.15,1.18,13.38,2.67,N/A
NU,NU HLDGS LTD ORD SHS CL A,16.34,33.6,UP,16.09,13.68,12.45,17.92,39.81,N/A
NUGT,DIREXION SHS ETF TR DLY GOLD INDX 2X,0,337.4,N/A,154.65,102.36,0,0,1.24,N/A
NVAX,NOVAVAX INC COM NEW,6.66,73.4,FLAT,7.41,7.37,1.02,-14.74,4.1,N/A
NVDA,NVIDIA CORPORATION COM,180.99,31.2,FLAT,185.65,157.56,23.55,24.16,192.96,N/A
NVDL,GRANITESHARES ETF TR 2X LONG NVDA DAI,0,399.2,N/A,90.03,70.8,0,0,13.47,N/A
NVDX,T-Rex 2X Long NVIDIA Daily Target ETF,0,394.5,N/A,18.26,14.52,0,0,12.21,N/A
NVO,NOVO-NORDISK A S ADR,48.09,36.0,DOWN,50.0,60.88,0.68,13.92,16.24,N/A
NVTS,NAVITAS SEMICONDUCTOR CORP COM,7.81,77.0,FLAT,10.17,6.35,31.81,-38.7,38.93,N/A
NXPI,NXP SEMICONDUCTORS N V COM,226.27,31.7,UP,211.62,210.75,4.74,16.44,2.79,N/A
OKLO,OKLO INC COM CL A,83.23,83.2,FLAT,113.57,72.22,0,-133.09,17.83,N/A
OKTA,OKTA INC CL A,90.21,32.4,FLAT,86.3,97.28,5.63,24.41,2.54,N/A
ON,ON SEMICONDUCTOR CORP COM,55.21,39.5,UP,51.06,48.51,3.65,18.93,9.44,N/A
ONDS,ONDAS HLDGS INC COM NEW,9.22,109.0,UP,7.62,4.0,141.44,-92.2,82.66,N/A
ONON,ON HLDG AG NAMEN AKT A,48.57,37.6,FLAT,42.61,47.09,5.57,28.56,6.9,N/A
OPAD,OFFERPAD SOLUTIONS INC COM CL A,1.38,93.8,FLAT,2.13,2.05,0.08,-2.52,2.43,N/A
OPEN,OPENDOOR TECHNOLOGIES INC COM,6.36,75.8,FLAT,7.3,3.79,1.29,-29.61,135.75,N/A
ORCL,ORACLE CORP COM,191.97,45.9,FLAT,236.73,213.56,9.04,24.11,27.25,N/A
OSCR,OSCAR HEALTH INC CL A,14.9,52.0,FLAT,17.14,16.07,0.38,-157.71,15.26,N/A
OUST,OUSTER INC COM NEW,22.23,80.1,FLAT,26.48,21.14,9.72,-52.93,2.51,N/A
OWL,BLUE OWL CAPITAL INC COM CL A,15.39,44.5,DOWN,15.59,17.99,8.76,15.58,14.22,N/A
OXY,OCCIDENTAL PETE CORP COM,39.62,25.6,DOWN,41.41,43.41,1.47,25.16,10.45,N/A
PAA,PLAINS ALL AMERN PIPELINE L P UNIT LTD PARTN,17.55,36.1,FLAT,16.93,17.64,0.26,10.16,3.0,N/A
PAAS,PAN AMERN SILVER CORP COM,51.77,51.3,UP,40.6,32.02,6.71,13.57,6.44,N/A
PANW,PALO ALTO NETWORKS INC COM,186.88,24.9,FLAT,202.42,192.18,13.38,43.08,5.74,N/A
PATH,UIPATH INC CL A,16.12,49.6,UP,15.55,12.84,5.55,21.28,26.17,N/A
PBR,PETROLEO BRASILEIRO SA PETROBR SPONSORED ADR,11.75,43.0,DOWN,12.25,12.39,0.15,4.63,22.4,N/A
PCG,PG&E CORP COM,15.73,83.8,FLAT,15.96,15.69,1.4,9.66,23.81,N/A
PCT,PURECYCLE TECHNOLOGIES INC COM,8.88,83.6,DOWN,10.37,10.92,282.71,-12.16,3.75,N/A
PDD,PDD HOLDINGS INC SPONSORED ADS,109.51,33.0,FLAT,124.31,116.62,0.37,8.84,7.79,N/A
PEP,PEPSICO INC COM,148.16,17.4,UP,148.04,142.11,2.2,17.32,7.53,N/A
PFE,PFIZER INC COM,25.19,18.9,UP,25.07,24.52,2.28,8.36,69.29,N/A
PG,PROCTER AND GAMBLE CO COM,144.46,16.2,DOWN,147.36,157.09,3.98,19.65,9.14,N/A
PGR,PROGRESSIVE CORP COM,224.28,24.3,FLAT,223.03,251.79,1.54,13.92,3.52,N/A
PHM,PULTE GROUP INC COM,119.74,29.8,FLAT,121.99,114.96,1.34,10.95,2.04,N/A
PINS,PINTEREST INC CL A,26.08,33.0,DOWN,28.74,32.06,4.37,13.47,15.04,N/A
PL,PLANET LABS PBC COM CL A,19.18,85.2,UP,13.42,7.95,21.3,-255.36,11.83,N/A
PLTR,PALANTIR TECHNOLOGIES INC CL A,193.38,40.5,UP,179.93,146.93,118.3,191.44,50.34,N/A
PLUG,PLUG POWER INC COM NEW,2.2,78.1,FLAT,2.56,1.75,4.53,-6.96,135.64,N/A
PM,PHILIP MORRIS INTL INC COM,156.84,21.3,FLAT,153.87,164.01,6.1,18.8,6.74,N/A
PNC,PNC FINL SVCS GROUP INC COM,210.2,20.0,UP,190.09,184.89,3.79,11.84,2.02,N/A
POET,POET TECHNOLOGIES INC COM NEW,6.78,84.4,UP,6.14,5.23,1171.37,-35.68,11.72,N/A
PONY,PONY AI INC SPONSORED ADS,15.94,68.0,UP,15.92,14.46,71.69,-27.81,6.39,N/A
PPG,PPG INDS INC COM,102.68,23.8,FLAT,99.69,107.12,1.48,12.65,2.01,N/A
PSKY,PARAMOUNT SKYDANCE CORP COM CL B,13.05,50.2,FLAT,15.47,13.82,0.5,12.45,8.82,N/A
PSQH,PSQ HOLDINGS INC CL A,1.02,731.3,DOWN,1.68,1.99,1.71,-4.25,1.15,N/A
PSX,PHILLIPS 66 COM,128.89,31.9,FLAT,135.65,124.98,0.39,11.06,2.45,N/A
PTON,PELOTON INTERACTIVE INC CL A COM,6.2,64.1,FLAT,7.02,6.99,1.05,68.89,11.44,N/A
PYPL,PAYPAL HLDGS INC COM,59.81,27.4,DOWN,64.73,68.33,1.74,10.29,17.16,N/A
QBTS,D-WAVE QUANTUM INC COM,26.82,90.7,FLAT,28.88,18.52,396.59,-123.31,48.79,N/A
QCOM,QUALCOMM INC COM,175.25,26.8,UP,171.62,158.47,4.27,14.11,10.12,N/A
QQQ,INVESCO QQQ TR UNIT SER 1,0,122.7,N/A,613.64,552.8,0,0,58.94,N/A
QS,QUANTUMSCAPE CORP COM CL A,11.43,75.8,FLAT,13.99,8.84,0,-17.21,37.1,N/A
QSI,QUANTUM SI INC COM CL A,1.27,143.8,FLAT,1.68,1.51,86.14,-3.1,10.64,N/A
QUBT,QUANTUM COMPUTING INC COM,10.89,71.9,DOWN,13.67,13.68,4470.15,-57.32,36.53,N/A
QXO,QXO INC COM NEW,21.8,44.1,UP,18.82,18.24,3.15,47.86,7.71,N/A
RANI,RANI THERAPEUTICS HLDGS INC COM CL A,1.51,187.5,FLAT,1.66,0.98,154.33,-4.77,18.24,N/A
RBLX,ROBLOX CORP CL A,81.94,46.3,FLAT,106.6,100.17,12.89,-50.97,7.58,N/A
RBRK,RUBRIK INC. CL A,78.18,44.0,FLAT,75.6,79.34,13.08,971.3,3.41,N/A
RCAT,RED CAT HLDGS INC COM,8.05,85.2,FLAT,9.2,8.25,129.09,115.0,11.07,N/A
RCL,ROYAL CARIBBEAN GROUP COM,293.59,40.6,FLAT,277.3,279.16,4.59,16.54,2.27,N/A
RDDT,REDDIT INC CL A,233.19,57.1,UP,208.33,169.75,23.2,38.08,5.31,N/A
RDW,REDWIRE CORPORATION COM,8.0,122.3,FLAT,6.87,10.76,4.46,-21.05,8.49,N/A
REGN,REGENERON PHARMACEUTICALS COM,767.96,26.7,UP,678.03,600.91,5.71,17.39,1.1,N/A
REPL,REPLIMUNE GROUP INC COM,9.88,60.2,UP,8.86,8.07,0,-4.79,4.46,N/A
